,Unnamed: 0,openalex_id,doi,openalex_title,type,publication_date,openalex_publication_year,openalex_volume,issue,first_page,last_page,authors,keywords,abstract,openalex_source_title,source_issn,source_type,cited_by_count,referenced_works,openalex_name_1st_author,uuid,matched,score
1386,1397,https://openalex.org/W4200298437,10.26456/pcascnn/2021.13.156,different schemes for obtaining fractal relief of nanosized platinum films,article,2021-12-23,2021,,13,156,165,"Д. В. Иванов, А.С. Антонов, Е. М. Семенова, А. И. Иванова, В.А. Анофриев, N.Yu. Sdobnyakov","Cavity magnetron, Nanometrology, Muffle furnace","В работе исследуется морфология рельефа наноразмерных пленок платины на поверхности слюды с помощью сканирующего зондового (в режиме атомного-силового) и туннельного микроскопов. Пленки платины исследовались непосредственно после их получения на установке магнетронного напыления, а также после отжига в муфельной печи в воздушной атмосфере. Отжиг позволял установить возможные диапазоны изменения фрактальной размерности и высотных параметров, соответствующие деградации нанорельефа. Получены значения фрактальной размерности для пленок разной толщины при двух альтернативных методах исследования на разных исходных масштабах образцов: на основе данных атомносилового микроскопа - D̅=2,17÷2,38 и сканирующего туннельного микроскопа - D̅=2,28÷2,50 в зависимости от последовательности напыления слоев и отжига пленок. Выбор последовательности операций магнетронного напыления и отжига и внешних условий позволяют формулировать рекомендации по развитию технологии «выращивания» структур с заданной морфологией поверхности. The morphology of the relief of nanosized platinum films on the mica surface is investigated using the scanning probe (in the atomic force mode) and tunneling microscopy. Platinum films were investigated immediately after their preparation in a magnetron sputtering facility, as well as after annealing in a muffle furnace in an air atmosphere. Annealing made it possible to establish the possible ranges of variation of the fractal dimension and the altitude parameters corresponding to degradation of the nanorelief. The values of the fractal dimension were obtained for films of different thicknesses using two alternative methods of investigation at different initial scales of samples: based on the data of an atomic force microscope - D̅ = 2,17÷2,38 and a scanning tunneling microscope - D̅ = 2,28÷2,50 depending on the sequence of deposition of layers and annealing of films. For comparison, experimental data of other authors are presented. The choice of the sequence of operations for magnetron sputtering and annealing, and external conditions makes it possible to formulate recommendations for development of the technology for «growing» structures with a given surface morphology.",physical and chemical aspects of the study of clusters nanostructures and nanomaterials,"['2226-4442', '2658-4360']",journal,2,"['https://openalex.org/W2018513321', 'https://openalex.org/W2048624758', 'https://openalex.org/W2051439270', 'https://openalex.org/W2320847574', 'https://openalex.org/W2489203408', 'https://openalex.org/W2909442994', 'https://openalex.org/W3110905080', 'https://openalex.org/W4256479984']",Иванов,,False,
1389,1400,https://openalex.org/W4210659133,10.1002/ange.202117815,encoding enantiomeric molecular chiralities on graphene basal planes,article,2022-02-02,2022,134,15,,,"Yongqiang Meng, Jingbiao Fan, Meihui Wang, Wenbin Gong, Jinping Zhang, Junpeng Ma, Hongyu Mi, Yan Huang, Shu Yang, Rodney S. Ruoff, Jianxin Geng","Chirality, Basal plane","Abstract Graphene has demonstrated broad applications due to its prominent properties. Its molecular structure makes graphene achiral. Here, we propose a direct way to prepare chiral graphene by transferring chiral structural conformation from chiral conjugated amino acids onto graphene basal plane through π–π interaction followed by thermal fusion. Using atomic resolution transmission electron microscopy, we estimated an areal coverage of the molecular imprints (chiral regions) up to 64 % on the basal plane of graphene (grown by chemical vapor deposition). The high concentration of molecular imprints in their single layer points to a close packing of the deposited amino acid molecules prior to “thermal fusion”. Such “molecular chirality‐encoded graphene” was tested as an electrode in electrochemical enantioselective recognition. The chirality‐encoded graphene might find use for other chirality‐related studies and the encoding procedure might be extended to other two‐dimensional materials.",angewandte chemie,"['0044-8249', '1521-3757']",journal,1,"['https://openalex.org/W1925798777', 'https://openalex.org/W1979522371', 'https://openalex.org/W1987298041', 'https://openalex.org/W2004869664', 'https://openalex.org/W2052319966', 'https://openalex.org/W2064844702', 'https://openalex.org/W2094676213', 'https://openalex.org/W2110518191', 'https://openalex.org/W2119536455', 'https://openalex.org/W2131413613', 'https://openalex.org/W2141605195', 'https://openalex.org/W2281974112', 'https://openalex.org/W2411237243', 'https://openalex.org/W2468828530', 'https://openalex.org/W2470585790', 'https://openalex.org/W2517261748', 'https://openalex.org/W2569859081', 'https://openalex.org/W2587956246', 'https://openalex.org/W2589043124', 'https://openalex.org/W2604467881', 'https://openalex.org/W2604555142', 'https://openalex.org/W2610807263', 'https://openalex.org/W2747875231', 'https://openalex.org/W2769385950', 'https://openalex.org/W2797295904', 'https://openalex.org/W2802758949', 'https://openalex.org/W2895686171', 'https://openalex.org/W2909434591', 'https://openalex.org/W2967130578', 'https://openalex.org/W2995766248', 'https://openalex.org/W3011560370', 'https://openalex.org/W3016534225', 'https://openalex.org/W3104126970', 'https://openalex.org/W3170866876']",Meng,,False,
1403,1414,https://openalex.org/W4323519806,10.21883/pss.2023.01.54973.457,effect of the thickness on electrical resistance of thin diamond-like carbon coatings on silicon substrate,article,2023-01-01,2023,65,1,47,47,"Zur I. A., Y.Y. Shmanay, J. Fedotova, Andrei A. Kharchanka, S. Movchan",Carbon fibers,"The relationship between sp 2 /sp 3 -hybridizations ratio of atomic bonds in diamond-like carbon ( DLC --- Diamond-Like Carbon) and its electrical resistivity for coatings with a thickness in the range 22-70 nm prepared by vacuum arc deposition on silicon substrate of the KDB-8 brand has been established. It is established, that an increase in the coating thickness from 22 to 70 nm is accompanied by a decrease in the specific transverse electrical resistance of samples from 17 to 2 GΩ·m. This effect is explained by an increase in the proportion of carbon atoms with sp 2 -hybridization of electronic orbitals from 86 to 91%, which leads to the appearance of an additional number of π-bonds. A mathematical model, describing the spatial distribution of current when measuring transverse I-V characteristic, has been developed. The results obtained will be useful in creating resistive layers on the electrodes of gas-discharge detectors of charged particle to limit the amount of current in the event of rare spark discharges inside them caused by the registration of random highly ionizing particles. Keywords: ( DLC), electrical properties of thin films, hybridization of electronic orbitals, Raman scattering, I-V characteristic.",физика твердого тела,"['0367-3294', '1726-7498']",journal,1,"['https://openalex.org/W2964344211', 'https://openalex.org/W566354625']",A.,,False,
1411,1422,https://openalex.org/W4313321166,10.26456/pcascnn/2022.14.602,peculiar properties of methods for obtaining amorphous nanofilms for creating gas-sensitive sensors under the action of laser double pulses on the surface of a target containing tin,article,2022-12-15,2022,,14,602,608,"А. П. Зажогин, Ngoc Hoang Trinh, Мария Александровна Малец, М. П. Патапович","Nanoclusters, Deposition, Pulsed Laser Deposition","Проведен послойный анализ металлов и сплавов, а также изучена возможность напыления нанопленок, содержащих в своем составе олово, на различных видах поверхностей (металл, стекло) при воздействии сдвоенных лазерных импульсов на мишень в атмосфере воздуха. Эксперименты проводились с помощью лазерного двухимпульсного атомно-эмиссионного многоканального спектрометра LSS-1. Достоинствами импульсного лазерного напыления как метода получения кластеров, фракталов являются: универсальность по отношению к материалу, возможность исключения посторонних примесей, гибкость метода, возможность контроля образования пленочных структур. Выполненные спектроскопические исследования лазерной плазмы, образованной при воздействии двух последовательных импульсов на мишень, иллюстрируют развитие методов получения нанокластеров различных химических элементов. Данным способом можно получать нанопленки не только чистых металлов, но и композиционных сплавов. Показана возможность напыления нанопленок для создания газочувствительных сенсоров. A layer-by-layer analysis of metals and alloys has been carried out, and the possibility of deposition of nanofilms containing tin in their composition on various types of surfaces (metal, glass) under the action of dual laser pulses on a target in an air atmosphere has been studied. The experiments were carried out using the laser two-pulse multichannel atomic emission spectrometer LSS-1. The advantages of the pulsed laser deposition as a method for producing clusters and fractals are: versatility in relation to the material, the ability to exclude impurities, the flexibility of the method, and the ability of controlling the formation of film structures. The performed spectroscopic studies of the laser plasma formed by the action of two successive pulses on a target illustrate the development of methods for obtaining nanoclusters of various chemical elements. This method can be used to obtain nanofilms of not only pure metals, but also composite alloys. The possibility of obtaining nanofilms for creating gas-sensitive sensors is shown.",physical and chemical aspects of the study of clusters nanostructures and nanomaterials,"['2226-4442', '2658-4360']",journal,1,"['https://openalex.org/W2032462085', 'https://openalex.org/W2076266719', 'https://openalex.org/W2113278815', 'https://openalex.org/W2789414108', 'https://openalex.org/W2803388842', 'https://openalex.org/W2892565668', 'https://openalex.org/W2985336622', 'https://openalex.org/W2998921526']",Зажогин,,False,
1426,1437,https://openalex.org/W3128822713,10.26140/anie-2020-0904-0095,research progress on preparation and application of graphene,article,2020-11-30,2020,9,33,,,Zhenyun Qian,"Graphene foam, Nanomaterials","Graphene is a kind of honeycomb planar film formed by carbon atoms in sp2 hybridization, and it is a quasi-twodimensional material with only one atomic layer thickness.As a new nanomaterial with the thinest, strongest and strongest conductivity, graphene is called ""black gold"" and is the ""king of new materials"".Scientists even predict that graphene will ""completely change the 21st century"" and is likely to set off a disruptive new technology and new industrial revolution sweeping the world.Many countries in the world have made strategic deployment of graphene, attached great importance to the development of graphene industry, and issued a series of relevant policies for systematic layout.Countries have provided large amounts of funds to support the graphene industry, hoping to seize the development plateau of the graphene industry in the new round of competition.The classification, biocompatibility, optical, electrical, thermal and mechanical properties of graphene and its derivatives are reviewed.The applications of graphene in various fields are discussed.The main preparation methods of graphene, REDOX method, mechanical stripping method, crystal epitaxial growth method and chemical vapor deposition were investigated.Finally, the prospect of graphene is prospected.",azimuth of scientific research economics and administration,"['2309-1762', '2712-8482']",journal,1,"['https://openalex.org/W1965760106', 'https://openalex.org/W1974253368', 'https://openalex.org/W1975192769', 'https://openalex.org/W1975540063', 'https://openalex.org/W1997510852', 'https://openalex.org/W2001816390', 'https://openalex.org/W2017898691', 'https://openalex.org/W2018652376', 'https://openalex.org/W2020694967', 'https://openalex.org/W2031028318', 'https://openalex.org/W2035696406', 'https://openalex.org/W2065355693', 'https://openalex.org/W2066967443', 'https://openalex.org/W2074564329', 'https://openalex.org/W2080770744', 'https://openalex.org/W2085396327', 'https://openalex.org/W2085540001', 'https://openalex.org/W2111206115', 'https://openalex.org/W2132384935', 'https://openalex.org/W2135469785', 'https://openalex.org/W2140746165', 'https://openalex.org/W2150304343', 'https://openalex.org/W2163922065', 'https://openalex.org/W2164987413', 'https://openalex.org/W2326026740', 'https://openalex.org/W2939349352', 'https://openalex.org/W2941234430', 'https://openalex.org/W2953702631', 'https://openalex.org/W2955835367', 'https://openalex.org/W2995083872', 'https://openalex.org/W3092417574', 'https://openalex.org/W4233194460']",Qian,,False,
1430,1441,https://openalex.org/W4377096325,10.1149/11106.2413ecst,zirconia overcoats and ceria nanoparticles do not improve the 650oc stability of lscf-infiltrated solid oxide cell electrodes more when used together,article,2023-05-19,2023,111,6,2413,2424,"Yubo Zhang, Yeting Wen, Kevin Huang, Jason D. Nicholas",,"Previously, porous 1-5 nm thick atomic layer deposited (ALD) zirconia overcoats or pre-infiltrated gadolinium doped ceria (GDC) nanoparticles were shown to independently improve La 0.6 Sr 0.4 Co 0.8 Fe 0.2 O 3-x (LSCF)-infiltrated Solid Oxide Cell (SOC) oxygen electrode stability (without deteriorating initial performance) by chemically gettering interfacial Sr from the LSCF interfaces. Unfortunately, the experiments here showed that the deposition of porous 1-5 nm thick ALD zirconia overcoats on GDC-pre-infiltrated LSCF-GDC electrodes did not lead to larger-than-previously-achieved improvements in the initial 650 o C polarization resistance ( R P ) or open-circuit 1000-hour 650 o C R P degradation rate. Electrochemical Impedance Spectroscopy (EIS) modeling indicated that in all cases the observed degradation was consistent with increased oxygen exchange resistance at the LSFC-GDC and LSCF-air interfaces caused by enhanced Sr segregation, while Scanning Electron Microscopy (SEM) results showed that the observed degradation was not the result of infiltrate particle coarsening. X-ray Photoelectron Spectroscopy also suggested that in zirconia overcoated GDC pre-infiltrated cells, Sr was mainly gettered by zirconia overcoats that may have been compromised by the pre-infiltrated GDC.",ecs transactions,"['1938-5862', '1938-6737', '2151-2051']",journal,1,[],Zhang,,False,
1439,1450,https://openalex.org/W4321079110,10.15251/djnb.2020.152.593,effect of annealing temperatures on the structural and morphological properties of thin ch3nh3pbi3-xclx films,article,2020-04-01,2020,15,2,593,599,"IQBAL S. NAJI, ABDUL-HALEEM A. RAHEEM","Orthorhombic crystal system, Field emission microscopy","Organometal halide perovskites are promising materials for low-cost, high-efficiency solar cells. The method of perovskie layer deposition and heat treatment play an important role in determining the efficiency of perovskite solar cells. The influence of post thermal annealing of thin CH3NH3PbI3-xClx films deposited by thermal evaporation technique were demonstrated regarding their structural, and morphology properties. The structural properties were studied by x-ray diffraction analysis. The diffraction peaks of the various films are observed, showing the crystallographic structural of the samples. All films before and after annealing crystallized in the orthorhombic phase of CH3NH3PbI3-xClx. The surface morphology of prepared films also studied by Field Emission Scanning Electron Microscope (FESEM) and Atomic Force Microscope (AFM). The first one showed that CH3NH3PbI3-xClx films exhibited sparse surface coverage on the substrate, and a crake-like morphology with few isolated MAPbI3-xClx islands of sub-micron size can be seen all over the surface. AFM measurements for all prepared films show that the average grain size and the surface roughness increases with the increase of annealing temperature.",digest journal of nanomaterials and biostructures,['1842-3582'],journal,1,[],NAJI,,False,
1440,1451,https://openalex.org/W3016559055,10.1201/9780429070471-2,new approaches for electroless plating processes by activation of polymer surfaces using low pressure plasma and dielectric-barrier discharge devices,book-chapter,2020-04-12,2020,,,3,26,"M. Charbonnier, M. Romand, U. Kogelschatz, Hilmar Esrom, R. Seeböck",Plating (geology),"Electroless plating of non-conducting materials requires a catalytic activation of the sample surface prior to the metal deposition itself. In the present work, two routes are described and compared through the use of polyimide substrates. The former involves the chemical reduction of a thin palladium acetate (PdAc) deposit and thereby the formation of metallic palladium (Pd) nuclei on a substrate, using a dielectric barrier discharge (DBD). The latter involves the surface grafting in air or NH3 atmosphere of oxygenated and/or nitrogenated functionalities using an excimer vacuum ultra-violet (VUV) lamp (Xe2* source delivering a VUV radiation centered at 172 nm) based on the DBD configuration. After this treatment, the surface is activated through the chemisorption of palladium from acidic SnCl2 and PdCl2 solutions, or from a simple acidic PdCl2 solution. In the first case, surface processing is performed at atmospheric pressure in air. In the second case, it is accomplished either in air or ammonia at reduced pressure. For a comparison purpose, some experiments were also carried out using plasma treatments in O2 and NH3 atmospheres at reduced pressure. In these experiments, polyimide substrates (Kapton® 500 HN and 200 MT samples) were subjected to surface activation and subsequently to electroless metallization (auto-catalytic deposition of copper or nickel). Surface analyses were carried out using x-ray photoelectron spectroscopy (XPS) after each step of the processing in order to investigate the influence of the experimental parameters on the surface atomic concentration of the elements of interest (C, O, N, Pd …). A few investigations were also performed using atomic force microscopy (AFM). It was found that surface treatments using DBD and excimer lamp resulted in quite different morphological and chemical modifications. DBD treatments induced a strong roughness and quasi-disappearance of nitrogen in the surface layer, while VUV treatments were much less aggressive. In addition, it is shown that DBD can be used to chemically reduce the Pd2+ ions deposited by spin-coating. Lastly, the significant role played by the surface grafting of nitrogenated species on adhesion of the electrolessly-deposited Ni or Cu coatings is emphasized, irrespective of the way used to perform the surface activation (immersion of the PI surfaces in acidic SnCl2 and PdCl2 solutions or in a simple PdCl2 solution to deposit PdAc films).",crc press ebooks,,ebook platform,1,[],Charbonnier,,False,
1446,1457,https://openalex.org/W3156030201,10.21122/2227-1031-2021-20-2-109-120,evolution of microstructure and mechanical properties of nanostructured nife films under influence of heat treatment,article,2021-04-08,2021,20,2,109,120,V. M. Fedosyuk,Homogenization,". Nanostructured NiFe films were synthesized by pulsed electrolytic deposition on silicon with a gold sublayer, after which they have been subjected to to temperature treatment at 373-673 K in order to study the effect of heat treatment on the microstructure and mechanical properties of the objects under study. High-resolution atomic force microscopy has made it possible to trace the stages of microstructure evolution under the influence of heat treatment, including the process of nonlinear increase in grain growth and two-stage agglomeration. It is shown that with an increase in heat treatment temperature to 673 K, the grain size increases from 68 to 580 nm in comparison with the initial sample, undergoing agglomeration processes at temperatures of 100 and 300 °C. The mechanical properties of nanostructured NiFe films have been studied by the nanoindentation method. The dependences of the hardness of Young’s modulus and the values of the resistance to elastoplastic deformation on depth have been obtained and analyzed in the paper. This approach has permitted to reveal differences in the behavior of the mechanical properties of the surface layer and the internal volume of the film under the action of different heat treatment temperatures, as well as to demonstrate the opposite reaction of different material layers to an increase in temperature. As a result of a thorough analysis of the deformation curves of nanoindentation, it has been found that the homogenization of the surface in combination with the activation of oxidation processes leads to the strengthening of near-surface layer of NiFe films. At the same time, the internal volume of the material is characterized by a nonlinear decrease in hardness and Young’s modulus with an increase in the heat treatment temperature. The explanation for this phenomenon has been found in the complex effect of a decrease in the number of grain boundaries (due to an increase in the average grain size with increasing temperature) and an increase in the concentration of gold atoms diffusing from the sublayer more actively with an increase in the processing temperature of NiFe films.",science & technique,"['2227-1031', '2414-0392']",journal,1,"['https://openalex.org/W1263231231', 'https://openalex.org/W1810517638', 'https://openalex.org/W1965491827', 'https://openalex.org/W1969931439', 'https://openalex.org/W1986505968', 'https://openalex.org/W1988913251', 'https://openalex.org/W1998386536', 'https://openalex.org/W2020508197', 'https://openalex.org/W2046030042', 'https://openalex.org/W2051166244', 'https://openalex.org/W2057339115', 'https://openalex.org/W2082161266', 'https://openalex.org/W2144903822', 'https://openalex.org/W2192957538', 'https://openalex.org/W2513861619', 'https://openalex.org/W2623099319', 'https://openalex.org/W2747442645', 'https://openalex.org/W2888605717', 'https://openalex.org/W2916229200', 'https://openalex.org/W2945989226', 'https://openalex.org/W3014798372']",Fedosyuk,,False,
1448,1459,https://openalex.org/W4292373844,10.37256/nat.4120231624,growth and characterization of al (111) thin film on piezoelectric wafers for saw device fabrication for space applications,article,2022-08-18,2022,,,16,25,"Manish Sahu, Ajaya Kumar PS, Chiranjit Karmakar, Gunjan Rastogi, R.K. Kaneriya, R. B. Upadhyay",Nichrome,"Surface Acoustic Wave (SAW) filters provide precise frequency filtering in RF and IF range with a tiny footprint. Metallic thin films are the essence of such modern SAW filter technology. However, SAW filters realized using NiCr/Al thin films are limited to power levels of ~5 dBm at RF frequencies. This limitation on power level is due to the acousto-migration phenomenon in thin films at higher power levels. In order to enhance the power durability of SAW filters, the preferred oriented growth of Al along (111) crystallographic direction is one of the methods to reduce acousto-migration. This paper explores the growth and characterization of different metallization schemes (NiCr/Al &amp; Ti/Al) on different piezoelectric wafers to achieve oriented Al (111) film growth. Metallic thin films were deposited using electron beam evaporation technique. High Resolution X-Ray Diffraction (HR-XRD) and Four Point Probe Method were used for crystallographic characterization and Sheet Resistance (SR) measurement, respectively. Atomic Force Microscopy (AFM) and surface profiler were used to characterize the surface morphology of the deposited films. FWHM of 4.12 degree of rocking curve on Al (111) peak has been achieved for Ti/Al metal film deposited on ST-X Quartz piezoelectric wafer along with low sheet resistance of 124 mΩ/sq. A deposition rate of 1 Å/s for Ti and 7 Å/s for Al at a deposition temperature of 100 °C gave the best FWHM value for Al (111) orientation on ST-X Quartz wafer. Space qualification tests were also successfully performed on Ti/Al metalized wafers under extreme environmental conditions. The results obtained in this work demonstrate the suitability of Ti as an under layer to grow preferred oriented Al film along (111) orientation and thus to be used in the fabrication of high-power SAW devices for space applications.",nanoarchitectonics,"['2717-5324', '2717-5332']",journal,1,"['https://openalex.org/W1528889629', 'https://openalex.org/W1566564853', 'https://openalex.org/W1910429762', 'https://openalex.org/W1980380901', 'https://openalex.org/W2007827533', 'https://openalex.org/W2028697843', 'https://openalex.org/W2055183843', 'https://openalex.org/W2069377610', 'https://openalex.org/W2073706146', 'https://openalex.org/W2144761900', 'https://openalex.org/W2145186039', 'https://openalex.org/W2798244756', 'https://openalex.org/W2804505860', 'https://openalex.org/W2907431300', 'https://openalex.org/W2974194213', 'https://openalex.org/W3178098633', 'https://openalex.org/W4283640825']",Sahu,,False,
1450,1461,https://openalex.org/W4320078352,10.21883/tpl.2022.10.54805.19292,titanium oxynitride thin films wide temperature range sensors,article,2022-01-01,2022,48,10,74,74,"Baron F. A., L. V. Shanidze, Mikhail V. Rautskiy, Mikhlin Yu. L., Anna V. Lukyanenko, С. О. Коновалов, F. V. Zelenov, Petr Shvets, Goikhman A. Yu., Н. В. Волков, А. С. Тарасов",Atmospheric temperature range,"The temperature dependence of the resistivity of titanium oxynitride TiN x O y thin films with different oxygen and nitrogen content obtained by atomic layer deposition was investigated. We found that the resistance of all films monotonically decreased with increasing temperature and varied within a wide range depending on the chemical composition and thickness of the film. The technology for obtaining a compact temperature sensor of wide range from helium to room temperature based on 40 nm thick TiN 0.87 O 0.97 is presented. Keywords: titanium oxide-nitride, temperature sensors, thin films, atomic layer deposition, integrated circuit components.",письма в журнал технической физики,"['0320-0116', '1726-7471']",journal,0,"['https://openalex.org/W1630106150', 'https://openalex.org/W1673855059', 'https://openalex.org/W2037164156', 'https://openalex.org/W2038707917', 'https://openalex.org/W2071043464', 'https://openalex.org/W2087694650', 'https://openalex.org/W2111062994', 'https://openalex.org/W2114306979', 'https://openalex.org/W2145882417', 'https://openalex.org/W2229666143', 'https://openalex.org/W3039290560', 'https://openalex.org/W3174113706', 'https://openalex.org/W3196011588']",A.,,False,
1451,1462,https://openalex.org/W4200289986,10.1049/pbcs063e_appendixb,fabrication techniques,book-chapter,2021-10-01,2021,,,165,173,,"Deposition, Dry etching, Plasma Etching",Chapter Contents: B.1 Etching B.1.1 Wet etching B.1.2 Dry etching B.1.2.1 Plasma etching (RIE) B.1.3 Electrochemical etching B.2 Liftoff process B.3 Chemical vapor deposition B.3.1 Thermal CVD B.3.2 Plasma-enhanced CVD B.3.3 Atomic layer deposition B.3.3.1 Plasma-enhanced atomic layer deposition B.4 Electrochemical deposition B.4.1 Electroplating/galvanic deposition B.4.2 Electroless deposition B.5 Physical vapor deposition B.5.1 Sputtering B.5.2 Evaporation B.5.2.1 Thermal evaporation B.5.2.2 E-beam evaporation B.6 Spin coating,institution of engineering and technology ebooks,,ebook platform,0,[],,,False,
1457,1468,https://openalex.org/W4313379083,10.24237/djes.2022.15405,laser cladding treatment to enhance the corrosin resistance and surface hardness by electrophoretic coatings to a283 steel,article,2022-12-18,2022,,,52,61,"Shahbaa Ahmed Albayati, Ali Bahari, Hashim A. Hussien, Haneen M. Alsafi, ALI ALjelif, Mahdi S. Mousavi, Sanaz Soufian","Cladding (metalworking), Electrophoretic Deposition","Laser cladding (LC) is a laser-based surface modification technology that has been widely adopted for the development of thin layers that operate under harsh conditions. Corrosion contributes to approximately 50% of oil and refinery equipment failures. These major risks require sophisticated methods to improve oil equipment performance. LC promotes the generation of superior properties on the substrate surface, which improves service life. To reduce corrosion failure and enhance life cycles, we conducted electrophoretic deposition (EPD) of Ti and Ni powders and directly coated them on A283 steel alloy, which was alloyed by ND-YAG LC and the remelted surface of A283 steel alloy. The microstructure, element distribution and phase analysis of the cladding sample were studied by optical microscopy, field-emission scanning electron microscopy, X-ray energy-dispersive spectrometry, atomic force microscopy and X-ray diffraction methods. The results indicated that the coatings with fine metallurgical bonding to the substrate comprised major stable FeTi and FeNi and illustrated two different regions of solidification microstructures. The LC process and powder feeding by EPD were applied, which improved the mechanical properties, corrosion behaviour, phase transformation and structural optimisation of the surface microstructure of the laser mixed zone. Melting of the coated sample showed that the coating produced by laser treatment had a smooth top surface. In addition, we have a proven case of surface treatment with a laser that delivered the required performance. Moreover, this treatment is a more environmentally friendly alternative to traditional surface preparation treatments.",diyala journal of engineering sciences,"['1999-8716', '2616-6909']",journal,1,"['https://openalex.org/W1964217440', 'https://openalex.org/W1977311434', 'https://openalex.org/W1977387594', 'https://openalex.org/W2001676461', 'https://openalex.org/W2014677070', 'https://openalex.org/W2028739280', 'https://openalex.org/W2048754673', 'https://openalex.org/W2059204509', 'https://openalex.org/W2206618500', 'https://openalex.org/W2230424988', 'https://openalex.org/W2333750163', 'https://openalex.org/W3008682739', 'https://openalex.org/W3084353439', 'https://openalex.org/W4211113410']",Albayati,,False,
1458,1469,https://openalex.org/W4320012962,10.15407/iopt.2022.57.082,sensing element of the surface plasmon sensor with thermal modification of the structural properties of the polymer substrate,article,2022-12-30,2022,57,,82,92,S. O. Kostyukevych,"Prism, Photoresist","The development of an effective sensing element (ChE) sensor with a prism type of excitation (Kretchman configuration) of surface plasmon resonance (SPR) in a gold film and a mechanical survey of the angle of incidence of monochromatic light based on a polymer substrate is based on a combination of radiation binding schemes using a prism and a lattice to prevent losses in the active metal film. Replacing the glass substrate with a polymer one has reduced the cost of ChE, led to increased sensitivity and simplification of its manufacturing technology, which does not require the use of intermediate adhesion layers. Additionally, we applied a thermal method of modifying the optical and structural properties of the substrate – hot pressing of the matrix, which contained a periodically nanostructured surface relief in the form of a diffraction two-dimensional (2D) lattice. The original 2D lattice was recorded on photoresist-covered (Shepley 1805) glass plates using the method of two-beam interference (He-Cd laser, = 440 nm) at double exposure (time 2040 s, power 20 mW/cm2) of the sample with a rotation of 90. Characteristics of ChE on an optical polycarbonate substrate (d = 2.25 mm, n = 1.58 at ( = 650 nm) after hot pressing, which contained a flat and periodically nanostructured surface in the form of a diffraction 2D lattice, followed by the deposition of a thin (d 40 nm) layer of gold on them was examined using an atomic force microscope (AFM) and the device ""Plasmon"". AFM studies have shown that the technological technique used made it possible to obtain lateral-ordered structures in the form of pyramids with calculated parameters – a period of 422435 nm (spatial frequency of about 2350 lin/mm) and a relief depth of 7090 nm. However, the preservation of a wave-like relief (about 300 nm) on a flat part of the surface and double ray refraction of the polymer substrate, encourage optimization of the hot pressing process using the resulting matrix on polymer substrates of smaller thickness.",optoelektronìka ta napìvprovìdnikova tehnìka,"['2707-6792', '2707-6806']",journal,1,"['https://openalex.org/W1615425580', 'https://openalex.org/W1983483825', 'https://openalex.org/W1989865490', 'https://openalex.org/W1990438860', 'https://openalex.org/W1992058117', 'https://openalex.org/W1994795223', 'https://openalex.org/W2011008248', 'https://openalex.org/W2041783466', 'https://openalex.org/W2042530491', 'https://openalex.org/W2045836548', 'https://openalex.org/W2046874925', 'https://openalex.org/W2060262259', 'https://openalex.org/W2066617203', 'https://openalex.org/W2068834028', 'https://openalex.org/W2076208596', 'https://openalex.org/W2087321280', 'https://openalex.org/W2091516966', 'https://openalex.org/W2117393381', 'https://openalex.org/W2120686074', 'https://openalex.org/W2127159287', 'https://openalex.org/W2141734849', 'https://openalex.org/W2142153502', 'https://openalex.org/W2144786729', 'https://openalex.org/W2155349186', 'https://openalex.org/W2172473072', 'https://openalex.org/W2185558135', 'https://openalex.org/W2259788764', 'https://openalex.org/W2339127449', 'https://openalex.org/W2536126105', 'https://openalex.org/W2559079242', 'https://openalex.org/W2618249723', 'https://openalex.org/W2886973082', 'https://openalex.org/W2915285521', 'https://openalex.org/W2983048574', 'https://openalex.org/W2990723763', 'https://openalex.org/W2994964456', 'https://openalex.org/W3116235882', 'https://openalex.org/W4200146506']",Kostyukevych,,False,
1463,1474,https://openalex.org/W4379792108,10.21883/pss.2023.03.55593.545,effect of barrier layer roughness on the formation of nanoparticles of the carbon nanotube growth catalyst,article,2023-01-01,2023,65,3,490,490,"S.V. Bulyarsky, А. А. Дудин, Kristina I. Litvinova, Alexander A. Pavlov, G. A. Rugakov",Deposition,"This article compares TiN layers produced by electron beam evaporation (EBE) and atomic layer deposition (ALD) for the effect of barrier layer deposition technology on the formation of carbon nanotube (CNT) growth catalyst nanoparticles. The layers obtained by EBE have a roughness 1.5 times higher than the layers deposited by the ALD method (R a =1 nm and R a =0.6 nm). Nanoparticles formed on the surface of the EBE layer are characterized by a large average size (about 30 nm) and a 1.3 times greater dispersion of the distribution compared to nanoparticles formed on the ALD layer. TiN layers obtained by EBE are characterized by better surface wettability in comparison with ALD layers. The contact angle for catalyst nanoparticles on the surface of the EBE layer of TiN is about 30 degrees and approaches 90 degrees for ALD layers. Catalyst spreading is due to the Wenzel model. It is shown that the higher surface roughness of the EBE samples is associated with the crystallization of TiN, since the layer formation process proceeds at a higher temperature compared to the ALD process. For this reason, the use of barrier layers obtained by the ALD method is preferable for the formation of CNT growth catalyst nanoparticles on their surface. Keywords: electron beam evaporation, atomic layer deposition, roughness, wetting, catalyst nanoparticles.",физика твердого тела,"['0367-3294', '1726-7498']",journal,0,[],Bulyarsky,,False,
